"","City","UF Code","Microregion","Mesoregion","Coordinates"
"313","2696","3527702","35018","3503","list(c(-50.300023838, -50.260201417, -50.245896245, -50.273302131, -50.308477346, -50.360593848, -50.39967487, -50.426612066, -50.4541194509999, -50.4452715309999, -50.424854911, -50.3645495809999, -50.335849874, -50.300023838, -21.624664916, -21.661370011, -21.696749202, -21.709283485, -21.714514978, -21.724243734, -21.716564487, -21.6948680249999, -21.68824374, -21.6615199299999, -21.631483626, -21.622816353, -21.635195682, -21.624664916))"
"314","2699","3527801","35038","3509","list(c(-49.7354676109999, -49.7733014959999, -49.795663932, -49.81760725, -49.8495165649999, -49.885385094, -49.854501656, -49.854722279, -49.7878647169999, -49.749688764, -49.7354676109999, -22.382319985, -22.430204455, -22.437710661, -22.526077195, -22.523524003, -22.505813947, -22.4291822399999, -22.3569183829999, -22.350977878, -22.3564933239999, -22.382319985))"
"315","2701","3527900","35039","3510","list(c(-50.345885235, -50.299274864, -50.3252998949999, -50.332543035, -50.324227403, -50.2367876549999, -50.2754767709999, -50.283043618, -50.335762412, -50.349994334, -50.3981772879999, -50.449767084, -50.468339445, -50.469733176, -50.45156489, -50.4423492839999, -50.4653152, -50.4792906989999, -50.453152576, -50.451729421, -50.394385174, -50.345885235, -22.188498169, -22.208733405, -22.271419097, -22.339120454, -22.3592663229999, -22.379346497, -22.397647177, -22.4148409059999, -22.4546827789999, 
-22.4789721229999, -22.44481531, -22.459192247, -22.46032157, -22.418966343, -22.3940170549999, -22.3559280069999, -22.315912752, -22.2580865219999, -22.214976346, -22.1731401709999, -22.1874010399999, -22.188498169))"
"316","2715","3528007","35021","3504","list(c(-48.6419758069999, -48.621095165, -48.6532158329999, -48.673962134, -48.763457796, -48.793016188, -48.8165199169999, -48.8270133149999, -48.772728695, -48.7407994829999, -48.728137267, -48.7315257509999, -48.702908877, -48.667603222, -48.663981365, -48.6419758069999, -22.48231363, -22.501914713, -22.5324074489999, -22.5517331779999, -22.558609835, -22.5375862819999, -22.5415283959999, -22.488418375, -22.480018964, -22.4531205659999, -22.4199742869999, -22.3954396509999, -22.368544674, -22.4109838489999, 
-22.4651844059999, -22.48231363))"
"317","2717","3528106","35007","3501","list(c(-49.9052049759999, -49.905248914, -49.9024326369999, -49.913361444, -49.906928615, -49.9569626649999, -49.9755049149999, -49.993693095, -50.032921732, -50.022374032, -50.050679777, -50.0312054729999, -50.024143061, -50.028930337, -50.018583325, -49.9914846, -49.9494412609999, -49.925067638, -49.9052049759999, -20.7602032529999, -20.7614943359999, -20.7968243729999, -20.8137139899999, -20.859490477, -20.9068811249999, -20.910842481, -20.9498459119999, -20.978390148, -20.943581733, -20.9314739719999, 
-20.890337109, -20.8239562319999, -20.79367063, -20.760159189, -20.739843876, -20.7463751079999, -20.7232652879999, -20.7602032529999))"
"318","2719","3528205","35002","3501","list(c(-50.1110659459999, -50.090509837, -50.074085767, -50.0455714949999, -50.0354105059999, -50.050276491, -50.09676761, -50.10740946, -50.1476958009999, -50.158131828, -50.2023201709999, -50.222034209, -50.224876514, -50.270131524, -50.2579566489999, -50.308809875, -50.284921058, -50.295501792, -50.240045121, -50.2061328039999, -50.190152939, -50.156995305, -50.130926226, -50.1110659459999, -20.037807858, -20.042772085, -20.0715619329999, -20.060075979, -20.0843932669999, -20.1004261749999, -20.118244063, 
-20.145648169, -20.161884066, -20.191146669, -20.1896692469999, -20.2053648899999, -20.176611958, -20.135267325, -20.107204447, -20.0885902819999, -20.0640957379999, -20.017378757, -20.045151995, -20.0309962599999, -19.986299163, -20.037060063, -20.0485544279999, -20.037807858))"
"319","2739","3528304","35006","3501","list(c(-50.2028744199999, -50.154378467, -50.138252226, -50.159572904, -50.1707999069999, -50.211878793, -50.213355258, -50.250503275, -50.265422787, -50.296192703, -50.2847402259999, -50.302736286, -50.285882052, -50.27153186, -50.285177183, -50.2257671259999, -50.2028744199999, -20.4813521459999, -20.5049153969999, -20.52109165, -20.560757999, -20.615678365, -20.6800137929999, -20.705321289, -20.736737107, -20.752183169, -20.7127730829999, -20.6514213569999, -20.63382123, -20.586025913, -20.522359906, 
-20.469783944, -20.4950813569999, -20.4813521459999))"
"320","2743","3528403","35046","3512","list(c(-47.187199, -47.176325, -47.1870959999999, -47.158357, -47.183388, -47.205324, -47.250206583, -47.2772746109999, -47.2635004589999, -47.2395750329999, -47.2300061189999, -47.252129973, -47.2818909659999, -47.316967, -47.3263909999999, -47.298387248, -47.284366899, -47.187199, -23.417768, -23.44474, -23.482481, -23.540201, -23.602231, -23.6166749999999, -23.620276937, -23.5971894539999, -23.569914812, -23.561231726, -23.513397899, -23.508376493, -23.4764616809999, -23.4634389999999, -23.439923, 
-23.417336732, -23.431798795, -23.417768))"
"321","2744","3528502","35058","3515","list(c(-46.515385, -46.4698069999999, -46.448391, -46.4184509999999, -46.447958, -46.495943428, -46.5354379999999, -46.600229, -46.6342529999999, -46.669751374, -46.654962053, -46.6701869999999, -46.637197, -46.647553, -46.637107, -46.615064, -46.5453699999999, -46.515385, -23.2375059999999, -23.282754, -23.270067, -23.316319, -23.3576469999999, -23.348226225, -23.363305, -23.388163, -23.429275, -23.418592965, -23.3955313079999, -23.3630959999999, -23.3065089999999, -23.275272, -23.2580799999999, 
-23.2273049999999, -23.2413579999999, -23.2375059999999))"
"322","2771","3528601","35040","3510","list(c(-49.22203782, -49.2413260929999, -49.2358174, -49.2454474269999, -49.259842364, -49.287779937, -49.3296758829999, -49.358612303, -49.381939399, -49.387636952, -49.3686185349999, -49.3186182749999, -49.303675501, -49.2563486769999, -49.2458842939999, -49.22203782, -23.0364807079999, -23.072979414, -23.091991944, -23.1447500479999, -23.121691702, -23.129072134, -23.1131146189999, -23.084395635, -23.079271196, -23.0536631649999, -22.9845797629999, -22.969925459, -22.952736639, -22.9755203299999, 
-23.0125257469999, -23.0364807079999))"
"323","2793","3528700","35036","3508","list(c(-51.915360311, -51.895075278, -51.863764664, -51.8811346689999, -51.874403876, -51.902129503, -51.934512522, -51.969227314, -51.969845596, -52.015069578, -52.054043033, -52.105709313, -52.195043856, -52.209355236, -52.2386066179999, -52.284730157, -52.220632, -52.2251939999999, -52.2083079999999, -52.202323, -52.1767409999999, -52.192774, -52.1439369999999, -52.1105689999999, -52.088378, -52.059108, -52.038416, -52.023081286, -51.972319166, -51.963312114, -51.915360311, -22.006625695, -22.011249253, 
-22.043022073, -22.1025958349999, -22.177281643, -22.1979410719999, -22.178005393, -22.194527888, -22.210607555, -22.2376939399999, -22.272576337, -22.275038321, -22.2603746519999, -22.286132187, -22.290814197, -22.273055687, -22.258661, -22.1586369999999, -22.1511229999999, -22.1175259999999, -22.073709, -22.058238, -21.9984949999999, -21.981169, -21.9874429999999, -22.0298739999999, -22.026935, -21.948670122, -21.9756167049999, -21.990237114, -22.006625695))"
"324","2795","3528809","35039","3510","list(c(-50.51427619, -50.5732570129999, -50.5716094859999, -50.5849968219999, -50.6346537649999, -50.652411559, -50.7382463439999, -50.749890095, -50.795915381, -50.8228683959999, -50.853671187, -50.927691926, -50.945636393, -50.9786780809999, -50.964058768, -50.933978537, -50.9521174069999, -50.945036062, -50.9058873499999, -50.887763843, -50.827581214, -50.770772697, -50.691638021, -50.6740579569999, -50.6373370389999, -50.612683459, -50.5790221459999, -50.525053847, -50.51427619, -22.603673998, 
-22.643188322, -22.6915082749999, -22.674419222, -22.6753147069999, -22.685193633, -22.723059651, -22.6754602299999, -22.676960204, -22.7183362989999, -22.7453495029999, -22.7977495829999, -22.80393229, -22.7826097559999, -22.754351621, -22.72630056, -22.6963034949999, -22.675002365, -22.637786434, -22.656071315, -22.645285906, -22.5820027039999, -22.5466946939999, -22.512850246, -22.56275045, -22.544516261, -22.579897745, -22.5927389899999, -22.603673998))"
"325","2808","3528858","35008","3501","list(c(-49.091331456, -49.059095686, -49.092553252, -49.1244070339999, -49.159758181, -49.234074704, -49.2290971369999, -49.221536425, -49.145525015, -49.14487931, -49.1094389689999, -49.091331456, -21.2212174429999, -21.242166621, -21.28039898, -21.2986528389999, -21.2865844679999, -21.3235743569999, -21.3147475329999, -21.2930194109999, -21.215896346, -21.1873943149999, -21.197293504, -21.2212174429999))"
"326","2836","3528908","35035","3508","list(c(-51.092277913, -51.1128395269999, -51.0951145509999, -51.140233226, -51.1548441699999, -51.182476897, -51.2240349649999, -51.249070224, -51.2238006119999, -51.24175194, -51.208326276, -51.177310667, -51.130541674, -51.092277913, -21.7658100899999, -21.801366178, -21.8350670789999, -21.856871412, -21.863409396, -21.8333482639999, -21.828824405, -21.782275066, -21.744978316, -21.736343426, -21.702228727, -21.6924282809999, -21.7379659499999, -21.7658100899999))"
"327","2843","3529005","35038","3509","list(c(-49.9667090629999, -49.88209929, -49.854114738, -49.81427917, -49.768268505, -49.819753233, -49.8495192249999, -49.8643326129999, -49.8909912679999, -49.863226663, -49.861499909, -49.889169752, -49.913203612, -49.981767808, -49.9630263779999, -49.998786684, -50.040527332, -50.030919258, -50.0607254079999, -50.069242694, -50.081577629, -50.107190593, -50.116537685, -50.0995320649999, -50.1377438919999, -50.1260327799999, -50.149943123, -50.071483209, -50.040586983, -50.058464816, -50.03886102, 
-50.014282329, -50.0044349409999, -50.04904626, -50.0464591639999, -50.086045112, -50.0603327589999, -50.015927623, -50.011126545, -49.9667090629999, -21.9401655299999, -21.970041146, -21.991337067, -22.0031803439999, -22.04671516, -22.0643724939999, -22.097369898, -22.1323360769999, -22.142819957, -22.213981653, -22.2629317679999, -22.3102194439999, -22.335859985, -22.32834679, -22.4003099939999, -22.413078712, -22.4591686539999, -22.475548626, -22.4989027729999, -22.4929926099999, -22.456648408, 
-22.4154626399999, -22.377412684, -22.3637476059999, -22.337828682, -22.286887399, -22.260527893, -22.2154137599999, -22.1559811559999, -22.123920895, -22.088345427, -22.080761582, -22.0318657029999, -22.045367112, -22.015527829, -21.9314955409999, -21.8744557109999, -21.909113566, -21.925246741, -21.9401655299999))"
"328","2846","3529104","35001","3501","list(c(-50.812123206, -50.87309822, -50.8629884499999, -50.857922784, -50.8385479799999, -50.800080092, -50.812123206, -20.53115177, -20.5423953169999, -20.5258353299999, -20.4386037099999, -20.412071559, -20.4196767889999, -20.53115177))"
"329","2860","3529203","35036","3508","list(c(-51.082723411, -51.0529081, -51.0042063729999, -50.9658579659999, -50.937868932, -50.963524004, -50.9792647849999, -50.971233534, -50.996418702, -51.011805081, -51.042615772, -51.036750046, -51.080456695, -51.071758361, -51.0851898989999, -51.111714459, -51.099774634, -51.1043119459999, -51.0999747719999, -51.145544338, -51.217178624, -51.270674903, -51.272405766, -51.233752244, -51.2194742259999, -51.2052111519999, -51.230244055, -51.203535299, -51.242359015, -51.229221305, -51.20778695, 
-51.190838399, -51.1722591549999, -51.185148125, -51.168231932, -51.1548441699999, -51.140233226, -51.11132738, -51.082723411, -21.8817648579999, -21.8891066909999, -21.920494811, -21.925750251, -21.9509686279999, -21.967552688, -21.998886118, -22.0385784979999, -22.073575057, -22.144421995, -22.164063671, -22.213083334, -22.285810538, -22.323417251, -22.349443655, -22.3573455229999, -22.389581316, -22.458554314, -22.48686759, -22.480135585, -22.534872273, -22.544928737, -22.5114237239999, -22.4097017569999, 
-22.3550775589999, -22.298428278, -22.221064425, -22.178310885, -22.12424219, -22.0902812419999, -22.068249647, -22.0113003289999, -21.994340117, -21.956059973, -21.9295498719999, -21.863409396, -21.856871412, -21.888845389, -21.8817648579999))"
"330","2875","3529302","35024","3505","list(c(-48.2634391299999, -48.2595165499999, -48.28524278, -48.272095726, -48.3061259049999, -48.3308234519999, -48.346110525, -48.444108257, -48.478780506, -48.502361482, -48.5118268799999, -48.556377069, -48.584521062, -48.574228901, -48.6291911549999, -48.5956082869999, -48.561896976, -48.529034334, -48.471075427, -48.447518267, -48.3507087629999, -48.321601169, -48.2634391299999, -21.534259418, -21.5393260179999, -21.59677806, -21.6451163529999, -21.690625768, -21.6973007949999, -21.6895099239999, 
-21.7236226109999, -21.7076716839999, -21.696972757, -21.623438414, -21.6202627439999, -21.628073844, -21.57863565, -21.558686152, -21.514155499, -21.531887199, -21.5200862679999, -21.512694041, -21.545486647, -21.5432789229999, -21.5505183769999, -21.534259418))"
"331","2905","3529401","35061","3515","list(c(-46.3839445749999, -46.4000849999999, -46.3927689999999, -46.431033758, -46.475308, -46.491748, -46.48101, -46.485452, -46.472339, -46.415645, -46.3951289999999, -46.3839445749999, -23.6177736989999, -23.646104, -23.6694439999999, -23.6852313479999, -23.718227, -23.708967, -23.6737499999999, -23.6229779999999, -23.638818, -23.639738, -23.612516, -23.6177736989999))"
"332","2923","3529500","35004","3501","list(c(-49.495679186, -49.460154689, -49.461461253, -49.5023891719999, -49.5177105929999, -49.572434065, -49.6124937449999, -49.609501052, -49.683966491, -49.6875673169999, -49.6607664379999, -49.6184939739999, -49.580495383, -49.5499593719999, -49.514408562, -49.495679186, -21.1381594979999, -21.1772825649999, -21.196171782, -21.205867321, -21.228053958, -21.2711088369999, -21.26135864, -21.208263372, -21.2040658719999, -21.183905753, -21.1612667699999, -21.127557338, -21.137008505, -21.1588904129999, 
-21.1584244379999, -21.1381594979999))"
"333","2926","3529609","35002","3501","list(c(-50.2028744199999, -50.2257671259999, -50.285177183, -50.311342764, -50.284773323, -50.260466465, -50.219825295, -50.230538225, -50.208893705, -50.1450404789999, -50.113817539, -50.081406047, -50.0922148179999, -50.1391659189999, -50.135689375, -50.2028744199999, -20.4813521459999, -20.4950813569999, -20.469783944, -20.469385173, -20.448491609, -20.4125743079999, -20.381449915, -20.362400307, -20.329540202, -20.3137253959999, -20.3212593329999, -20.310417182, -20.374670001, -20.3869736079999, 
-20.423540198, -20.4813521459999))"
"334","2928","3529658","35001","3501","list(c(-50.551703285, -50.5845989269999, -50.618637529, -50.6494916189999, -50.6645255189999, -50.6623355849999, -50.686411176, -50.6581047339999, -50.614177567, -50.551703285, -19.991761826, -20.035957813, -20.032033359, -20.0039842919999, -19.9863773339999, -19.9584311909999, -19.916157165, -19.9071473019999, -19.861040567, -19.991761826))"
"335","2936","3529708","35010","3502","list(c(-47.981160054, -47.946022144, -47.931524817, -47.899399952, -47.889510464, -47.909916358, -47.910124663, -47.928838211, -47.9240016099999, -47.945305305, -47.983436969, -47.998278558, -48.039962153, -48.0551317279999, -48.0925532209999, -48.131221367, -48.149788638, -48.155895409, -48.177192895, -48.217156716, -48.227896487, -48.2657573289999, -48.315129881, -48.3256350079999, -48.34897367, -48.362183016, -48.4309810349999, -48.451615869, -48.405776776, -48.374935923, -48.315412862, -48.265100096, 
-48.218635497, -48.253425136, -48.228498992, -48.203409644, -48.178605977, -48.147721571, -48.1054874129999, -48.076775843, -48.020163, -48.0023219139999, -47.981160054, -20.036431412, -20.0604677549999, -20.1104348489999, -20.1256745269999, -20.155788936, -20.175280503, -20.2033241139999, -20.214179605, -20.2428914389999, -20.265530595, -20.280323273, -20.308734822, -20.353280846, -20.3496008349999, -20.3093202539999, -20.3165465669999, -20.28955431, -20.2357069559999, -20.2231211329999, -20.220123739, 
-20.200004539, -20.2077670969999, -20.195536422, -20.15903148, -20.185455157, -20.148569202, -20.1484499549999, -20.125873736, -20.113511042, -20.12310321, -20.113801091, -20.1437964429999, -20.127883961, -20.077920666, -20.0282141759999, -20.045465786, -20.096180218, -20.124139575, -20.1463559549999, -20.148429558, -20.124028998, -20.104161448, -20.036431412))"
"336","2949","3529807","35021","3504","list(c(-48.3844925139999, -48.4148054999999, -48.451912453, -48.448069146, -48.472282032, -48.503201799, -48.509673681, -48.5153697389999, -48.4884725059999, -48.480782529, -48.467774968, -48.413349333, -48.3987708929999, -48.364141764, -48.359683597, -48.3844925139999, -22.58001609, -22.554949989, -22.539421623, -22.52308805, -22.4834695869999, -22.4573897499999, -22.4361185299999, -22.411056241, -22.389929706, -22.356185857, -22.3527284209999, -22.3804741989999, -22.439429197, -22.494701826, -22.5628417149999, 
-22.58001609))"
"337","2953","3529906","35055","3514","list(c(-47.12713457, -47.162754079, -47.1605249, -47.227303976, -47.267391929, -47.288323341, -47.272788948, -47.295483667, -47.286911517, -47.332401934, -47.3195095889999, -47.36668315, -47.462857, -47.541953742, -47.557721041, -47.5753398749999, -47.5485970469999, -47.5653539209999, -47.5256398339999, -47.5157101, -47.4821347009999, -47.4884615629999, -47.477328052, -47.45195453, -47.4261222179999, -47.3730133729999, -47.355206912, -47.312247585, -47.244018221, -47.199953224, -47.12713457, -24.0087180159999, 
-24.0237208089999, -24.052585973, -24.082194532, -24.114992, -24.162124187, -24.1827184269999, -24.222257095, -24.277773893, -24.2880744559999, -24.3395199879999, -24.384773589, -24.3733937489999, -24.358365663, -24.368173923, -24.2680308019999, -24.2268993009999, -24.185223669, -24.1622102979999, -24.14369196, -24.129215927, -24.092281914, -24.0813233559999, -24.0515634569999, -24.0691413929999, -24.045335603, -24.0217858239999, -24.009672365, -24.0218074649999, -24.0005949659999, -24.0087180159999
))"
"338","2951","3530003","35002","3501","list(c(-50.0441315159999, -50.055758162, -50.075511739, -50.1108985459999, -50.1110659459999, -50.130926226, -50.156995305, -50.190152939, -50.184020496, -50.1717524479999, -50.106220406, -50.079521509, -50.0441315159999, -19.9164224959999, -19.9812988309999, -20.00728972, -20.020049548, -20.037807858, -20.0485544279999, -20.037060063, -19.986299163, -19.894714638, -19.875513783, -19.874342144, -19.885982038, -19.9164224959999))"
"339","2964","3530102","35016","3503","list(c(-50.899600769, -50.951788511, -51.009306266, -51.052721956, -51.0427250239999, -51.053998642, -51.096689618, -51.141724763, -51.1484186669999, -51.173923037, -51.183264876, -51.225401677, -51.23777716, -51.286303244, -51.328833037, -51.311202335, -51.30672057, -51.267048454, -51.248894493, -51.2071406219999, -51.168110074, -51.134804499, -51.1165165589999, -51.1298134259999, -51.14296992, -51.117720396, -51.071158437, -50.932175456, -50.899600769, -20.9097713859999, -20.9774805989999, -21.018856544, 
-21.069260057, -21.0951037789999, -21.1434438709999, -21.150510335, -21.215133457, -21.2417991149999, -21.265490757, -21.308734917, -21.342041192, -21.326808043, -21.319272321, -21.2925110319999, -21.24479307, -21.171932571, -21.147962816, -21.1047520839999, -21.0932503659999, -21.0409015339999, -21.0350164619999, -20.9886237969999, -20.944532377, -20.8545292499999, -20.864062248, -20.8308896899999, -20.899895407, -20.9097713859999))"
"340","2969","3530201","35036","3508","list(c(-51.738452047, -51.772472803, -51.7536057569999, -51.7642601809999, -51.790734147, -51.838128932, -51.845603535, -51.879687033, -51.917572204, -51.947680416, -52.017065136, -52.032923963, -52.051877839, -52.109212428, -52.1355542169999, -52.183259181, -52.227150587, -52.2289019569999, -52.213019233, -52.209355236, -52.195043856, -52.105709313, -52.054043033, -52.015069578, -51.969845596, -51.969227314, -51.934512522, -51.902129503, -51.874403876, -51.822470626, -51.808811556, -51.7722396789999, 
-51.738452047, -22.179879988, -22.217355109, -22.234432534, -22.2754442, -22.268679477, -22.357720188, -22.394226932, -22.4244505849999, -22.4885832209999, -22.51477614, -22.502143057, -22.539164152, -22.539326934, -22.516295165, -22.526914583, -22.476966343, -22.3746910849999, -22.3328193139999, -22.3217055809999, -22.286132187, -22.2603746519999, -22.275038321, -22.272576337, -22.2376939399999, -22.210607555, -22.194527888, -22.178005393, -22.1979410719999, -22.177281643, -22.151408229, -22.176696862, 
-22.1908349509999, -22.179879988))"
"341","2971","3530300","35004","3501","list(c(-49.436669282, -49.5093783569999, -49.506491608, -49.52264902, -49.565720433, -49.534047755, -49.5734484019999, -49.563117833, -49.576205901, -49.54702924, -49.4947260339999, -49.483877632, -49.465277, -49.4611839999999, -49.458897, -49.443385, -49.459187, -49.4331299999999, -49.436669282, -20.8792508179999, -20.90268328, -20.9449910129999, -20.9751452359999, -20.923153558, -20.872828527, -20.863853891, -20.82196722, -20.789201869, -20.763827751, -20.7394776959999, -20.693689981, -20.6816509999999, 
-20.684896, -20.7315879999999, -20.7449129999999, -20.7867939999999, -20.8532719999999, -20.8792508179999))"
"342","2973","3530409","35004","3501","list(c(-49.4781123189999, -49.471556966, -49.44600048, -49.443328188, -49.423049373, -49.448375332, -49.465277, -49.483877632, -49.489929589, -49.530810612, -49.5443083929999, -49.5356818659999, -49.531437094, -49.497014119, -49.4781123189999, -20.5051417629999, -20.5269908, -20.543242757, -20.5724283059999, -20.6082511139999, -20.640437296, -20.6816509999999, -20.693689981, -20.6663267439999, -20.6533651309999, -20.6175489199999, -20.5945064219999, -20.534216854, -20.4973907039999, -20.5051417629999
))"
"343","2980","3530508","35030","3507","list(c(-47.044224304, -47.0165269949999, -46.99665457, -47.016168008, -47.0129704139999, -46.9329014209999, -46.884647297, -46.8420840369999, -46.836071455, -46.781493973, -46.7743300299999, -46.8059250599999, -46.8291900839999, -46.868144832, -46.911146252, -46.931989791, -46.978710462, -47.037556487, -47.081272048, -47.0974631, -47.1025740539999, -47.1307029979999, -47.165966867, -47.198795364, -47.241321101, -47.214922585, -47.1918566369999, -47.157332453, -47.129642959, -47.1076666449999, -47.0654749019999, 
-47.044224304, -21.267355257, -21.342362938, -21.3572519429999, -21.396503442, -21.419107018, -21.4249791619999, -21.407195239, -21.389108321, -21.3707275479999, -21.370705239, -21.4145184889999, -21.426652728, -21.4968500059999, -21.485852354, -21.4845346729999, -21.5404840539999, -21.6109004919999, -21.623474948, -21.609992415, -21.567877844, -21.5391466689999, -21.493988476, -21.484333396, -21.4909086439999, -21.443311469, -21.426994522, -21.3480148849999, -21.3022800709999, -21.328460343, -21.315825332, 
-21.2693551849999, -21.267355257))"
"344","2985","3530607","35062","3515","list(c(-46.077039, -46.1121259999999, -46.0880099999999, -46.088426, -46.082168, -46.100905, -46.170473, -46.202373, -46.239628, -46.26028, -46.2783909999999, -46.321927, -46.2978669999999, -46.266788, -46.2543950749999, -46.259050326, -46.28498307, -46.262171, -46.288128, -46.2705991889999, -46.247678, -46.2022739999999, -46.1574847959999, -46.160501, -46.139665, -46.105605, -46.0739579999999, -46.0537859999999, -46.077039, -23.514675, -23.540789, -23.575431, -23.638637, -23.679966, -23.71845, -23.732386, 
-23.7513, -23.735875, -23.767913, -23.7703069999999, -23.744429, -23.7048629999999, -23.685737, -23.650309821, -23.61174441, -23.5659565519999, -23.5242479999999, -23.4896489999999, -23.429883076, -23.4056209999999, -23.367835, -23.34280856, -23.388275, -23.440398, -23.4553789999999, -23.4524, -23.48939, -23.514675))"
"345","2986","3530706","35031","3507","list(c(-46.874850352, -46.8652695919999, -46.899945953, -46.8970816139999, -46.9273323749999, -46.983724184, -46.9695571029999, -46.9568492889999, -46.8999949029999, -46.822947265, -46.791257619, -46.842688546, -46.8721618279999, -46.9127965989999, -46.939581049, -46.9827846429999, -47.012108354, -47.031747514, -47.083754773, -47.134160091, -47.16885009, -47.184290775, -47.230265533, -47.224204519, -47.191186708, -47.199257287, -47.197488915, -47.1658264119999, -47.148287567, -47.100476408, -47.046205932, 
-47.017190855, -46.9370493069999, -46.893289736, -46.874850352, -22.113137793, -22.131344237, -22.1756872509999, -22.204884712, -22.184816111, -22.1999287109999, -22.2953843409999, -22.295611664, -22.245745144, -22.267446739, -22.2973211569999, -22.340087646, -22.388131786, -22.376583282, -22.400912492, -22.378391087, -22.344568791, -22.308026115, -22.299811109, -22.300160158, -22.2843851659999, -22.2920200849999, -22.256825755, -22.2063334859999, -22.173599961, -22.1497810399999, -22.0987168739999, 
-22.093140762, -22.109215181, -22.067324986, -22.11564228, -22.1145605529999, -22.146408677, -22.1300589869999, -22.113137793))"
"346","2987","3530805","35031","3507","list(c(-46.8721618279999, -46.8614164209999, -46.864095896, -46.8846385369999, -46.863296141, -46.871665816, -46.888248389, -46.917963495, -46.93332643, -46.9870901269999, -46.999232263, -47.048297808, -47.054780936, -47.042369338, -47.05308178, -47.0863542019999, -47.136040035, -47.1171924459999, -47.089509377, -47.076941506, -47.083754773, -47.031747514, -47.012108354, -46.9827846429999, -46.939581049, -46.9127965989999, -46.8721618279999, -22.388131786, -22.3944241359999, -22.444147084, -22.4655127789999, 
-22.506522306, -22.5476409099999, -22.5469111469999, -22.575798816, -22.5620320109999, -22.5440846569999, -22.5590942119999, -22.5702617809999, -22.570681518, -22.555481603, -22.5166602639999, -22.474234925, -22.469887592, -22.446817788, -22.385918729, -22.3285635989999, -22.299811109, -22.308026115, -22.344568791, -22.378391087, -22.400912492, -22.376583282, -22.388131786))"
"347","2993","3530904","35028","3506","list(c(-47.6233063559999, -47.6602687879999, -47.7011878599999, -47.6192175209999, -47.608613261, -47.5502888089999, -47.519342966, -47.510045705, -47.525085276, -47.5722017209999, -47.6233063559999, -22.9942185959999, -22.9972839759999, -22.91866304, -22.922734846, -22.902002217, -22.9071142729999, -22.887061226, -22.896058076, -22.9634195679999, -22.968204047, -22.9942185959999))"
"348","2995","3531001","35007","3501","list(c(-50.024143061, -50.0312054729999, -50.050679777, -50.092448582, -50.163859664, -50.1212881449999, -50.092773376, -50.024143061, -20.8239562319999, -20.890337109, -20.9314739719999, -20.8870763799999, -20.8748828769999, -20.8311161249999, -20.8109615929999, -20.8239562319999))"
"349","2997","3531100","35056","3514","list(c(-46.593851829, -46.605243312, -46.709385858, -46.7250233469999, -46.7429409119999, -46.689315627, -46.642536305, -46.593851829, -23.99666409, -24.090139328, -24.144136284, -24.1324033779999, -24.064289378, -24.0299295409999, -24.010200917, -23.99666409))"
"350","3013","3531209","35033","3507","list(c(-46.629030813, -46.621832667, -46.612824667, -46.660926795, -46.708057593, -46.683031436, -46.7283313789999, -46.7276795619999, -46.678840345, -46.657821089, -46.629030813, -22.6535749619999, -22.723142185, -22.752909738, -22.768790775, -22.779496867, -22.7370061839999, -22.68163723, -22.654944513, -22.6456821479999, -22.6641921949999, -22.6535749619999))"
"351","3015","3531308","35013","3502","list(c(-48.477097095, -48.4533584659999, -48.4504890109999, -48.4275658989999, -48.4398075359999, -48.4249711539999, -48.437103806, -48.4268242639999, -48.451023423, -48.4848112129999, -48.545469973, -48.577325749, -48.619296977, -48.631319294, -48.653639358, -48.695541352, -48.706954593, -48.651664894, -48.6258920079999, -48.5848420569999, -48.581168221, -48.5382130249999, -48.5358174849999, -48.477097095, -21.179320042, -21.184613084, -21.211336987, -21.231344796, -21.24974144, -21.275274666, -21.298297367, 
-21.3186526809999, -21.346588883, -21.334426531, -21.351735527, -21.339741201, -21.286933097, -21.2555109159999, -21.231095578, -21.2209142689999, -21.2067729459999, -21.2109996249999, -21.1964169309999, -21.213126582, -21.165683448, -21.170131861, -21.185831525, -21.179320042))"
"352","3016","3531407","35007","3501","list(c(-49.605227406, -49.625923104, -49.6558260369999, -49.6322558369999, -49.6840749479999, -49.701286065, -49.714904927, -49.769803394, -49.8108786409999, -49.833985145, -49.8819635479999, -49.906928615, -49.913361444, -49.9024326369999, -49.905248914, -49.8720920169999, -49.857834345, -49.799833158, -49.77710432, -49.764651134, -49.762201401, -49.800466914, -49.81999734, -49.852193523, -49.880519926, -49.9052049759999, -49.925067638, -49.948184682, -49.903680557, -49.876113796, -49.828517625, 
-49.8385557559999, -49.7915366289999, -49.7752128389999, -49.734350827, -49.708752798, -49.649039944, -49.642908119, -49.605227406, -20.707407181, -20.757736908, -20.771618627, -20.800732474, -20.833099444, -20.8607108759999, -20.848179957, -20.8473000549999, -20.8339036789999, -20.849320645, -20.8448598049999, -20.859490477, -20.8137139899999, -20.7968243729999, -20.7614943359999, -20.7630348169999, -20.8025267269999, -20.8174844879999, -20.8117710249999, -20.7608838579999, -20.7182877779999, -20.678586684, 
-20.6740586019999, -20.7340627479999, -20.7246607819999, -20.7602032529999, -20.7232652879999, -20.699414507, -20.7100637679999, -20.668820942, -20.632794808, -20.614364071, -20.5925926529999, -20.616222239, -20.636848189, -20.636720612, -20.6902518979999, -20.7091420209999, -20.707407181))"
