"","City","UF Code","Microregion","Mesoregion","Coordinates"
"353","3018","3531506","35013","3502","list(c(-48.636014804, -48.6327262409999, -48.589164599, -48.607667421, -48.6328058189999, -48.685996314, -48.6938133479999, -48.718317224, -48.785643485, -48.74408657, -48.744793826, -48.719401935, -48.697464953, -48.6507517489999, -48.636014804, -20.8189851339999, -20.849907045, -20.897408583, -20.948356874, -20.977537131, -21.01024612, -21.00689749, -20.977733703, -20.9340208519999, -20.894042955, -20.8398402729999, -20.812958001, -20.8369113369999, -20.833657484, -20.8189851339999))"
"354","3023","3531605","35034","3508","list(c(-51.5018367289999, -51.4977249459999, -51.507311331, -51.609724091, -51.6160682899999, -51.6163942269999, -51.652396198, -51.637441773, -51.633509035, -51.62070274, -51.639612413, -51.6136782959999, -51.573753633, -51.523387704, -51.5018367289999, -21.221074409, -21.3123964979999, -21.332265573, -21.341500509, -21.327034963, -21.301736763, -21.284540455, -21.255069233, -21.2150301849999, -21.1900296439999, -21.16278855, -21.141653731, -21.1872830479999, -21.199556151, -21.221074409))"
"355","3035","3531704","35049","3513","list(c(-45.76802815, -45.739621567, -45.6699600489999, -45.66635538, -45.6839016, -45.675202616, -45.7046731619999, -45.7250880359999, -45.841785, -45.8862579999999, -45.923327, -45.932357, -45.88076, -45.8938199999999, -45.864391, -45.870978, -45.848127298, -45.76802815, -22.835958772, -22.8898790129999, -22.876458106, -22.881683793, -22.909886897, -22.9277762739999, -22.947963541, -22.969445783, -23.041192, -23.017098, -23.036075, -23.020413, -22.965811, -22.941657, -22.893137, -22.8714929999999, 
-22.837830664, -22.835958772))"
"356","3028","3531803","35032","3507","list(c(-47.257663, -47.246767, -47.201835, -47.209897, -47.2067289999999, -47.2331339999999, -47.254877, -47.290614868, -47.3887655899999, -47.396209782, -47.381652287, -47.3418180359999, -47.328703, -47.2747249999999, -47.257663, -22.8987989999999, -22.909478, -22.9300259999999, -22.9516859999999, -22.995376, -23.007244, -22.9978819999999, -23.0437087339999, -22.9836441479999, -22.904528007, -22.8803978409999, -22.860254954, -22.89242, -22.907495, -22.8987989999999))"
"357","3055","3531902","35010","3502","list(c(-48.211350051, -48.158552024, -48.1337386829999, -48.083472791, -48.060376188, -48.018495639, -47.98905016, -47.971644407, -47.9811144079999, -47.96460812, -47.961991939, -47.982497311, -47.9853686559999, -48.034896095, -48.057939381, -48.103666972, -48.126571283, -48.179026391, -48.207677834, -48.240409831, -48.233723813, -48.255245918, -48.2434926889999, -48.26057488, -48.296680513, -48.3199861479999, -48.338292472, -48.333592833, -48.350404387, -48.320347306, -48.3445976039999, -48.3836549449999, 
-48.352163957, -48.3259868339999, -48.2843057859999, -48.280737582, -48.211350051, -20.455011972, -20.461113278, -20.4935128409999, -20.5854882359999, -20.5966127259999, -20.5988441119999, -20.6168377299999, -20.6827846219999, -20.727499345, -20.7800130869999, -20.814359372, -20.8506743469999, -20.8763699159999, -20.9053990049999, -20.930433233, -20.900090157, -20.901678897, -20.8873061319999, -20.8753868649999, -20.851390199, -20.829247982, -20.80625306, -20.776570132, -20.73827153, -20.720178168, 
-20.7254731699999, -20.6955434389999, -20.665367551, -20.6462524039999, -20.5890479989999, -20.575283837, -20.537161398, -20.52375663, -20.532199072, -20.4993750199999, -20.470669737, -20.455011972))"
"358","3068","3532009","35048","3512","list(c(-46.7608793429999, -46.681816462, -46.6816000329999, -46.70385764, -46.757788933, -46.82265956, -46.871032294, -46.878454, -46.8644229999999, -46.8289829999999, -46.8241399999999, -46.850675, -46.858385025, -46.83713958, -46.798040359, -46.7608793429999, -22.8478523919999, -22.885446451, -22.930223472, -22.926297856, -22.936539995, -22.930386158, -22.9398537, -22.927069, -22.8987069999999, -22.906425, -22.8749829999999, -22.8766489999999, -22.83617721, -22.8433917259999, -22.834410513, -22.8478523919999
))"
"359","3072","3532058","35024","3505","list(c(-48.1089468559999, -48.1022167849999, -48.0742700129999, -48.095947129, -48.1433496029999, -48.166465913, -48.191807978, -48.2595165499999, -48.2634391299999, -48.234652883, -48.1979539669999, -48.1815808379999, -48.113502694, -48.1089468559999, -21.429338201, -21.454017908, -21.479238515, -21.524830165, -21.5538612129999, -21.606017102, -21.6184393519999, -21.5393260179999, -21.534259418, -21.473750384, -21.464960558, -21.447750814, -21.420585736, -21.429338201))"
"360","3098","3532108","35016","3503","list(c(-51.2421348939999, -51.2164507269999, -51.198164881, -51.226051121, -51.2272635469999, -51.2662828539999, -51.297029234, -51.320385663, -51.3304279819999, -51.375479683, -51.4053920709999, -51.401972208, -51.382941269, -51.344525706, -51.305470385, -51.2885821849999, -51.283151873, -51.2969407219999, -51.290646115, -51.2421348939999, -20.8580587339999, -20.9012816219999, -20.9501956409999, -20.963090767, -20.981868079, -21.0412600609999, -21.040637687, -21.065368179, -21.111351495, -21.116215718, 
-21.13542533, -21.075381013, -21.036541583, -20.981976437, -20.975657537, -20.9542824929999, -20.919378734, -20.905819477, -20.869180248, -20.8580587339999))"
"361","3104","3532157","35039","3510","list(c(-51.0999747719999, -51.1253592809999, -51.134818534, -51.1586359849999, -51.182117682, -51.213737379, -51.237761381, -51.265199857, -51.2982027739999, -51.282410388, -51.283698365, -51.270674903, -51.217178624, -51.145544338, -51.0999747719999, -22.48686759, -22.558185903, -22.6043662339999, -22.6368547289999, -22.69254316, -22.7236675459999, -22.705757924, -22.6676974059999, -22.673507479, -22.6429195179999, -22.588776669, -22.544928737, -22.534872273, -22.480135585, -22.48686759))"
"362","3108","3532207","35036","3508","list(c(-51.4926666439999, -51.5200093189999, -51.467343668, -51.452759468, -51.4460144729999, -51.457842827, -51.454612329, -51.446410202, -51.474951069, -51.5172134909999, -51.5595691579999, -51.589179724, -51.627878629, -51.592294868, -51.578281924, -51.5516791269999, -51.550839217, -51.5604239309999, -51.553038874, -51.5240296269999, -51.4926666439999, -22.362011418, -22.4585274299999, -22.4847319579999, -22.515665122, -22.5344582339999, -22.5685044319999, -22.635795624, -22.6529524009999, -22.679217422, 
-22.68996412, -22.6971793449999, -22.686462682, -22.658240646, -22.6236921019999, -22.575235993, -22.525211145, -22.4556002209999, -22.4337152759999, -22.3989391699999, -22.355817365, -22.362011418))"
"363","3113","3532306","35053","3513","list(c(-45.3809705039999, -45.314188805, -45.2737795199999, -45.2265952349999, -45.191093043, -45.204411039, -45.1750382439999, -45.175727654, -45.273435203, -45.306995977, -45.348948283, -45.385507074, -45.4439082809999, -45.457261301, -45.482991619, -45.519589036, -45.52183543, -45.5527082089999, -45.562173792, -45.5390815759999, -45.577434819, -45.566107835, -45.550018727, -45.512883554, -45.4683523899999, -45.444897063, -45.3809705039999, -23.288999975, -23.32650182, -23.318738116, -23.331765532, 
-23.3148550239999, -23.3960753609999, -23.3951679799999, -23.438975801, -23.483132949, -23.4960210199999, -23.5478825879999, -23.555692501, -23.5560602419999, -23.577102947, -23.560254657, -23.48286288, -23.458808443, -23.452733403, -23.413818132, -23.3756000299999, -23.363124737, -23.33241118, -23.338917141, -23.3178400629999, -23.3122511899999, -23.2925445929999, -23.288999975))"
"364","3120","3532405","35048","3512","list(c(-46.2150609999999, -46.262198, -46.309962, -46.3113279999999, -46.364157, -46.3813989999999, -46.4184509999999, -46.448391, -46.4698069999999, -46.515385, -46.509363, -46.472202, -46.439623, -46.415424, -46.395902, -46.3303739999999, -46.2798979999999, -46.2150609999999, -23.108424, -23.186387, -23.2049759999999, -23.227071, -23.274083, -23.2780569999999, -23.316319, -23.270067, -23.282754, -23.2375059999999, -23.232545, -23.233328, -23.198708, -23.120755, -23.1219179999999, -23.100448, -23.114888, 
-23.108424))"
"365","3128","3532504","35007","3501","list(c(-49.625923104, -49.6045945239999, -49.576205901, -49.563117833, -49.5734484019999, -49.6268478969999, -49.624932362, -49.634957336, -49.695950222, -49.726436059, -49.70121046, -49.701286065, -49.6840749479999, -49.6322558369999, -49.6558260369999, -49.625923104, -20.757736908, -20.762416925, -20.789201869, -20.82196722, -20.863853891, -20.879970483, -20.921531086, -20.971709048, -20.965727714, -20.9320796339999, -20.8790654979999, -20.8607108759999, -20.833099444, -20.800732474, -20.771618627, 
-20.757736908))"
"366","3130","3532603","35007","3501","list(c(-49.982785752, -49.9856768999999, -49.97206797, -49.956352882, -49.948184682, -49.925067638, -49.9494412609999, -49.9914846, -50.018583325, -50.028930337, -50.024143061, -50.092773376, -50.1212881449999, -50.1266154149999, -50.114065319, -50.1229904209999, -50.088490566, -50.114008892, -50.1286313859999, -50.120168512, -50.107969593, -50.070975695, -50.0171118109999, -49.982785752, -20.572305211, -20.607531906, -20.6582035709999, -20.661821559, -20.699414507, -20.7232652879999, -20.7463751079999, 
-20.739843876, -20.760159189, -20.79367063, -20.8239562319999, -20.8109615929999, -20.8311161249999, -20.8073357499999, -20.7634542349999, -20.682965442, -20.630705356, -20.6002965829999, -20.55737986, -20.521651031, -20.515632899, -20.541519539, -20.538922251, -20.572305211))"
"367","3137","3532702","35007","3501","list(c(-49.701286065, -49.70121046, -49.726436059, -49.765616204, -49.7924275569999, -49.8272981969999, -49.850763897, -49.837684532, -49.833985145, -49.8108786409999, -49.769803394, -49.714904927, -49.701286065, -20.8607108759999, -20.8790654979999, -20.9320796339999, -20.9412058309999, -20.934084737, -20.953690111, -20.931864221, -20.899447627, -20.849320645, -20.8339036789999, -20.8473000549999, -20.848179957, -20.8607108759999))"
"368","3155","3532801","35004","3501","list(c(-49.4459252629999, -49.456152199, -49.464090813, -49.483061, -49.495679186, -49.514408562, -49.5499593719999, -49.580495383, -49.6184939739999, -49.582196353, -49.561925721, -49.557438044, -49.537702291, -49.52264902, -49.506491608, -49.4821895709999, -49.4459252629999, -20.9852367089999, -21.001131281, -21.0696405059999, -21.131585903, -21.1381594979999, -21.1584244379999, -21.1588904129999, -21.137008505, -21.127557338, -21.118129164, -21.0616182099999, -21.0246665239999, -21.0123422959999, 
-20.9751452359999, -20.9449910129999, -20.949422941, -20.9852367089999))"
"369","3171","3532827","35041","3511","list(c(-48.8218374809999, -48.8267274899999, -48.8653941009999, -48.88672775, -48.886067387, -48.9426466959999, -48.9869712459999, -49.024712306, -49.062984706, -49.1078588239999, -49.148460294, -49.137037484, -49.05964482, -49.015368361, -48.9833943309999, -48.856837229, -48.8218374809999, -24.128061638, -24.174004603, -24.160639536, -24.181012516, -24.203689803, -24.2563655549999, -24.3123399839999, -24.270684434, -24.243155944, -24.250668041, -24.258385717, -24.185829209, -24.189976046, -24.1545448649999, 
-24.1011534789999, -24.0996989019999, -24.128061638))"
"370","3174","3532843","35001","3501","list(c(-50.8537406469999, -50.843703776, -50.88082044, -50.96708258, -50.976643763, -50.9469496, -50.933278053, -50.924857398, -50.879606821, -50.8537406469999, -20.386421513, -20.414645117, -20.4233562499999, -20.399979812, -20.368832122, -20.343010847, -20.3109309129999, -20.2975070959999, -20.317822806, -20.386421513))"
"371","3177","3532868","35006","3501","list(c(-50.296192703, -50.265422787, -50.290588284, -50.336332424, -50.372962617, -50.383827572, -50.4116597519999, -50.4321604469999, -50.413599135, -50.397628228, -50.337898928, -50.296192703, -20.7127730829999, -20.752183169, -20.83573082, -20.8461339569999, -20.8540370229999, -20.80943988, -20.8130673659999, -20.797491861, -20.739458107, -20.723398442, -20.721740643, -20.7127730829999))"
"372","3187","3532900","35024","3505","list(c(-48.444108257, -48.448219125, -48.5042952209999, -48.539190122, -48.557445394, -48.5948281939999, -48.594517579, -48.6362243359999, -48.6578648, -48.669727501, -48.647969498, -48.6301737699999, -48.594037672, -48.552766247, -48.5258504609999, -48.478780506, -48.444108257, -21.7236226109999, -21.7531587679999, -21.794382438, -21.79610952, -21.8146777709999, -21.8290587769999, -21.845899426, -21.835987345, -21.844637238, -21.8315935109999, -21.818398255, -21.774288768, -21.7543265219999, -21.742726046, 
-21.716473209, -21.7076716839999, -21.7236226109999))"
"373","3192","3533007","35004","3501","list(c(-49.308314106, -49.273098878, -49.2668296099999, -49.228311386, -49.2196067749999, -49.200145113, -49.24806562, -49.298592431, -49.339825439, -49.364410881, -49.44600048, -49.471556966, -49.4781123189999, -49.46259508, -49.398442168, -49.408956302, -49.3976382979999, -49.3360746239999, -49.3072464959999, -49.308314106, -20.311485945, -20.340841078, -20.4209939859999, -20.41237677, -20.471894902, -20.535709906, -20.5661045329999, -20.581923859, -20.6075267329999, -20.605555501, -20.543242757, 
-20.5269908, -20.5051417629999, -20.500971422, -20.436311319, -20.400224049, -20.3779632649999, -20.318805449, -20.3015602149999, -20.311485945))"
"374","3194","3533106","35034","3508","list(c(-51.6160682899999, -51.6255628919999, -51.676013133, -51.681644573, -51.652396198, -51.6163942269999, -51.6160682899999, -21.327034963, -21.355382033, -21.3467451189999, -21.3036287959999, -21.284540455, -21.301736763, -21.327034963))"
"375","3199","3533205","35016","3503","list(c(-51.4755611049999, -51.4442081, -51.401972208, -51.4053920709999, -51.421816086, -51.479207005, -51.485507925, -51.5018367289999, -51.523387704, -51.573753633, -51.6136782959999, -51.639612413, -51.640003715, -51.641887201, -51.591274964, -51.534816236, -51.51070959, -51.4755611049999, -21.0497119509999, -21.081460243, -21.075381013, -21.13542533, -21.1729269149999, -21.2089811719999, -21.2325271519999, -21.221074409, -21.199556151, -21.1872830479999, -21.141653731, -21.16278855, -21.163204639, 
-21.147016966, -21.087178512, -21.09535878, -21.06738597, -21.0497119509999))"
"376","3251","3533254","35005","3501","list(c(-48.9087346539999, -48.8856025809999, -48.857345317, -48.859570645, -48.8888250599999, -48.9400002589999, -48.961344212, -48.954970558, -48.9598620639999, -48.92278185, -48.9087346539999, -20.915324867, -20.959737742, -20.991826062, -21.0060775929999, -21.0353411589999, -21.059624685, -21.030586114, -20.981843203, -20.9440156119999, -20.9141909049999, -20.915324867))"
"377","3208","3533304","35006","3501","list(c(-50.163859664, -50.1810292559999, -50.220953489, -50.262769008, -50.2767161199999, -50.3232394409999, -50.336332424, -50.290588284, -50.2396883869999, -50.21326913, -50.163859664, -20.8748828769999, -20.9006231289999, -20.897550359, -20.905831137, -20.883603066, -20.872793127, -20.8461339569999, -20.83573082, -20.837517014, -20.8660966149999, -20.8748828769999))"
"378","3216","3533403","35032","3507","list(c(-47.211154575, -47.283262, -47.303771, -47.3584003249999, -47.3512012909999, -47.287565389, -47.2677305, -47.2108083809999, -47.211154575, -22.794706881, -22.80096, -22.821701, -22.817465882, -22.7850317639999, -22.753682284, -22.766612999, -22.7429461789999, -22.794706881))"
"379","3262","3533502","35008","3501","list(c(-49.2290971369999, -49.234074704, -49.219700546, -49.186438817, -49.1720171219999, -49.080752057, -49.067969047, -49.0821644599999, -49.150210675, -49.1558853929999, -49.18746218, -49.2412169959999, -49.2132931629999, -49.2386355859999, -49.273322287, -49.311492663, -49.328548123, -49.379042531, -49.4117214189999, -49.4454510589999, -49.484485188, -49.547120521, -49.5218718589999, -49.467360613, -49.43376384, -49.422200953, -49.396300525, -49.3666396789999, -49.3290335839999, -49.3210809989999, 
-49.284836055, -49.2705780169999, -49.2290971369999, -21.3147475329999, -21.3235743569999, -21.3568762809999, -21.364253329, -21.41208633, -21.407600881, -21.4355721539999, -21.46453372, -21.530231175, -21.5559254259999, -21.5959469869999, -21.62415463, -21.6711443999999, -21.67080379, -21.659007991, -21.617182472, -21.559037705, -21.534839065, -21.544434504, -21.5240684999999, -21.503462568, -21.422681483, -21.447459733, -21.4402056509999, -21.4163219829999, -21.3873209879999, -21.37209057, -21.34751392, 
-21.3503971719999, -21.3146233639999, -21.288983103, -21.2856671979999, -21.3147475329999))"
